dep;jour;pop;T
71;2020-12-18;547824;3588
72;2020-12-18;560227;3465
73;2020-12-18;432548;5896
74;2020-12-18;828405;8297
75;2020-12-18;2148271;34278
76;2020-12-18;1243788;11430
77;2020-12-18;1423607;8134
78;2020-12-18;1448625;10914
79;2020-12-18;372627;1617
80;2020-12-18;569769;3107
81;2020-12-18;387898;2160
82;2020-12-18;262618;1352
83;2020-12-18;1073836;8934
84;2020-12-18;560997;3846
85;2020-12-18;683187;3078
86;2020-12-18;437398;2137
87;2020-12-18;370774;1729
88;2020-12-18;359520;2951
89;2020-12-18;332096;2485
90;2020-12-18;140145;981
91;2020-12-18;1319401;7908
92;2020-12-18;1613762;17811
93;2020-12-18;1670149;10345
94;2020-12-18;1406041;11729
95;2020-12-18;1248354;7692
971;2020-12-18;376879;519
972;2020-12-18;358749;782
973;2020-12-18;290691;1501
974;2020-12-18;859959;2133
975;2020-12-18;5997;3
976;2020-12-18;279471;549
977;2020-12-18;9961;113
978;2020-12-18;35334;197
01;2020-12-19;656955;6874
02;2020-12-19;526050;2057
03;2020-12-19;331315;3825
04;2020-12-19;165197;358
05;2020-12-19;141756;494
06;2020-12-19;1079396;6923
07;2020-12-19;326875;2937
08;2020-12-19;265531;2301
09;2020-12-19;152398;299
10;2020-12-19;309907;1144
11;2020-12-19;372705;1265
12;2020-12-19;278360;896
13;2020-12-19;2034469;10415
14;2020-12-19;691453;2605
15;2020-12-19;142811;1869
16;2020-12-19;348180;884
17;2020-12-19;647080;2333
18;2020-12-19;296404;832
19;2020-12-19;240336;656
21;2020-12-19;532886;2463
22;2020-12-19;596186;1621
23;2020-12-19;116270;295
24;2020-12-19;408393;1063
25;2020-12-19;539449;2969
26;2020-12-19;520560;4414
27;2020-12-19;600687;1153
28;2020-12-19;429425;1272
29;2020-12-19;906554;2194
2A;2020-12-19;162421;1093
2B;2020-12-19;182258;929
30;2020-12-19;748468;2800
31;2020-12-19;1400935;6558
32;2020-12-19;190040;416
33;2020-12-19;1633440;7105
34;2020-12-19;1176145;5754
35;2020-12-19;1082073;3907
36;2020-12-19;217139;571
37;2020-12-19;605380;2368
38;2020-12-19;1264979;12315
39;2020-12-19;257849;985
40;2020-12-19;411979;1150
41;2020-12-19;327835;824
42;2020-12-19;764737;7297
43;2020-12-19;226901;2902
44;2020-12-19;1437137;6386
45;2020-12-19;682890;2734
46;2020-12-19;173166;453
47;2020-12-19;330336;1009
48;2020-12-19;76286;294
49;2020-12-19;815881;2104
50;2020-12-19;490669;943
51;2020-12-19;563823;1971
52;2020-12-19;169250;629
53;2020-12-19;305365;913
54;2020-12-19;730398;4517
55;2020-12-19;181641;778
56;2020-12-19;755566;2583
57;2020-12-19;1035866;4866
58;2020-12-19;199596;586
59;2020-12-19;2588988;11206
60;2020-12-19;825077;2826
61;2020-12-19;276903;784
62;2020-12-19;1452778;4497
63;2020-12-19;660240;8005
64;2020-12-19;683169;2326
65;2020-12-19;226839;787
66;2020-12-19;479000;1553
67;2020-12-19;1132607;7121
68;2020-12-19;763204;3299
69;2020-12-19;1876051;18792
70;2020-12-19;233194;954
71;2020-12-19;547824;1707
72;2020-12-19;560227;2105
73;2020-12-19;432548;4329
74;2020-12-19;828405;6031
75;2020-12-19;2148271;25648
76;2020-12-19;1243788;7765
77;2020-12-19;1423607;5957
78;2020-12-19;1448625;7951
79;2020-12-19;372627;1004
80;2020-12-19;569769;1884
81;2020-12-19;387898;766
82;2020-12-19;262618;832
83;2020-12-19;1073836;5372
84;2020-12-19;560997;1904
85;2020-12-19;683187;1974
86;2020-12-19;437398;1496
87;2020-12-19;370774;1277
88;2020-12-19;359520;1757
89;2020-12-19;332096;1483
90;2020-12-19;140145;715
91;2020-12-19;1319401;5516
92;2020-12-19;1613762;13367
93;2020-12-19;1670149;6750
94;2020-12-19;1406041;7275
95;2020-12-19;1248354;5340
971;2020-12-19;376879;269
972;2020-12-19;358749;409
973;2020-12-19;290691;839
974;2020-12-19;859959;1303
975;2020-12-19;5997;0
976;2020-12-19;279471;193
977;2020-12-19;9961;108
978;2020-12-19;35334;96
01;2020-12-20;656955;4620
02;2020-12-20;526050;394
03;2020-12-20;331315;2367
04;2020-12-20;165197;163
05;2020-12-20;141756;152
06;2020-12-20;1079396;1750
07;2020-12-20;326875;1867
08;2020-12-20;265531;288
09;2020-12-20;152398;36
10;2020-12-20;309907;274
11;2020-12-20;372705;134
12;2020-12-20;278360;130
13;2020-12-20;2034469;3246
14;2020-12-20;691453;899
15;2020-12-20;142811;1094
16;2020-12-20;348180;102
17;2020-12-20;647080;815
18;2020-12-20;296404;159
19;2020-12-20;240336;85
21;2020-12-20;532886;652
22;2020-12-20;596186;578
23;2020-12-20;116270;44
24;2020-12-20;408393;103
25;2020-12-20;539449;313
26;2020-12-20;520560;3002
27;2020-12-20;600687;303
28;2020-12-20;429425;495
29;2020-12-20;906554;661
2A;2020-12-20;162421;280
2B;2020-12-20;182258;225
30;2020-12-20;748468;665
31;2020-12-20;1400935;2620
32;2020-12-20;190040;76
33;2020-12-20;1633440;1919
34;2020-12-20;1176145;1248
35;2020-12-20;1082073;889
36;2020-12-20;217139;89
37;2020-12-20;605380;690
38;2020-12-20;1264979;7413
39;2020-12-20;257849;182
40;2020-12-20;411979;139
41;2020-12-20;327835;159
42;2020-12-20;764737;5062
43;2020-12-20;226901;1778
44;2020-12-20;1437137;2173
45;2020-12-20;682890;937
46;2020-12-20;173166;74
47;2020-12-20;330336;160
48;2020-12-20;76286;55
49;2020-12-20;815881;297
50;2020-12-20;490669;177
51;2020-12-20;563823;361
52;2020-12-20;169250;99
53;2020-12-20;305365;376
54;2020-12-20;730398;814
55;2020-12-20;181641;91
56;2020-12-20;755566;460
57;2020-12-20;1035866;843
58;2020-12-20;199596;132
59;2020-12-20;2588988;4078
60;2020-12-20;825077;496
61;2020-12-20;276903;336
62;2020-12-20;1452778;877
63;2020-12-20;660240;5359
64;2020-12-20;683169;416
65;2020-12-20;226839;98
66;2020-12-20;479000;171
67;2020-12-20;1132607;844
68;2020-12-20;763204;382
69;2020-12-20;1876051;13560
70;2020-12-20;233194;102
71;2020-12-20;547824;393
72;2020-12-20;560227;924
73;2020-12-20;432548;3496
74;2020-12-20;828405;3301
75;2020-12-20;2148271;8327
76;2020-12-20;1243788;1036
77;2020-12-20;1423607;2134
78;2020-12-20;1448625;1777
79;2020-12-20;372627;185
80;2020-12-20;569769;407
81;2020-12-20;387898;131
82;2020-12-20;262618;106
83;2020-12-20;1073836;893
84;2020-12-20;560997;358
85;2020-12-20;683187;652
86;2020-12-20;437398;263
87;2020-12-20;370774;81
88;2020-12-20;359520;389
89;2020-12-20;332096;275
90;2020-12-20;140145;82
91;2020-12-20;1319401;1661
92;2020-12-20;1613762;3758
93;2020-12-20;1670149;2193
94;2020-12-20;1406041;2330
95;2020-12-20;1248354;1298
971;2020-12-20;376879;105
972;2020-12-20;358749;82
973;2020-12-20;290691;221
974;2020-12-20;859959;336
975;2020-12-20;5997;0
976;2020-12-20;279471;24
977;2020-12-20;9961;4
978;2020-12-20;35334;12
01;2020-12-21;656955;6420
02;2020-12-21;526050;4671
03;2020-12-21;331315;4244
04;2020-12-21;165197;1479
05;2020-12-21;141756;1236
06;2020-12-21;1079396;16612
07;2020-12-21;326875;3602
08;2020-12-21;265531;4416
09;2020-12-21;152398;1203
10;2020-12-21;309907;2691
11;2020-12-21;372705;3453
12;2020-12-21;278360;2043
13;2020-12-21;2034469;31410
14;2020-12-21;691453;6791
15;2020-12-21;142811;2978
16;2020-12-21;348180;2356
17;2020-12-21;647080;6101
18;2020-12-21;296404;2046
19;2020-12-21;240336;1625
21;2020-12-21;532886;5776
22;2020-12-21;596186;3773
23;2020-12-21;116270;645
24;2020-12-21;408393;2768
25;2020-12-21;539449;5679
26;2020-12-21;520560;5876
27;2020-12-21;600687;4023
28;2020-12-21;429425;2788
29;2020-12-21;906554;6319
2A;2020-12-21;162421;1887
2B;2020-12-21;182258;2277
30;2020-12-21;748468;6630
31;2020-12-21;1400935;17051
32;2020-12-21;190040;1516
33;2020-12-21;1633440;16934
34;2020-12-21;1176145;12305
35;2020-12-21;1082073;8027
36;2020-12-21;217139;1425
37;2020-12-21;605380;6051
38;2020-12-21;1264979;16947
39;2020-12-21;257849;2260
40;2020-12-21;411979;3401
41;2020-12-21;327835;2383
42;2020-12-21;764737;8349
43;2020-12-21;226901;2093
44;2020-12-21;1437137;12694
45;2020-12-21;682890;5422
46;2020-12-21;173166;1174
47;2020-12-21;330336;2695
48;2020-12-21;76286;566
49;2020-12-21;815881;6697
50;2020-12-21;490669;2402
51;2020-12-21;563823;5190
52;2020-12-21;169250;1793
53;2020-12-21;305365;1865
54;2020-12-21;730398;11962
55;2020-12-21;181641;1976
56;2020-12-21;755566;5398
57;2020-12-21;1035866;13017
58;2020-12-21;199596;2005
59;2020-12-21;2588988;24620
60;2020-12-21;825077;6077
61;2020-12-21;276903;2760
62;2020-12-21;1452778;11654
63;2020-12-21;660240;9613
64;2020-12-21;683169;7556
65;2020-12-21;226839;2126
66;2020-12-21;479000;3980
67;2020-12-21;1132607;14761
68;2020-12-21;763204;7908
69;2020-12-21;1876051;28196
70;2020-12-21;233194;2317
71;2020-12-21;547824;4798
72;2020-12-21;560227;4237
73;2020-12-21;432548;5191
74;2020-12-21;828405;9962
75;2020-12-21;2148271;44675
76;2020-12-21;1243788;10104
77;2020-12-21;1423607;11783
78;2020-12-21;1448625;15165
79;2020-12-21;372627;3422
80;2020-12-21;569769;4371
81;2020-12-21;387898;3176
82;2020-12-21;262618;1809
83;2020-12-21;1073836;13434
84;2020-12-21;560997;5811
85;2020-12-21;683187;5759
86;2020-12-21;437398;3360
87;2020-12-21;370774;2977
88;2020-12-21;359520;3976
89;2020-12-21;332096;2879
90;2020-12-21;140145;1432
91;2020-12-21;1319401;11505
92;2020-12-21;1613762;25172
93;2020-12-21;1670149;13539
94;2020-12-21;1406041;15328
95;2020-12-21;1248354;10924
971;2020-12-21;376879;659
972;2020-12-21;358749;733
973;2020-12-21;290691;1452
974;2020-12-21;859959;2375
975;2020-12-21;5997;3
976;2020-12-21;279471;322
977;2020-12-21;9961;43
978;2020-12-21;35334;182
01;2020-12-22;656955;7290
02;2020-12-22;526050;4205
03;2020-12-22;331315;4969
04;2020-12-22;165197;1606
05;2020-12-22;141756;1367
06;2020-12-22;1079396;16576
07;2020-12-22;326875;4130
08;2020-12-22;265531;5972
09;2020-12-22;152398;1174
10;2020-12-22;309907;2936
11;2020-12-22;372705;4084
12;2020-12-22;278360;2199
13;2020-12-22;2034469;32737
14;2020-12-22;691453;7438
15;2020-12-22;142811;1834
16;2020-12-22;348180;2453
17;2020-12-22;647080;6387
18;2020-12-22;296404;2612
19;2020-12-22;240336;1948
21;2020-12-22;532886;6610
22;2020-12-22;596186;4384
23;2020-12-22;116270;690
24;2020-12-22;408393;2687
25;2020-12-22;539449;5763
26;2020-12-22;520560;7646
27;2020-12-22;600687;4150
28;2020-12-22;429425;3169
29;2020-12-22;906554;6490
2A;2020-12-22;162421;1734
2B;2020-12-22;182258;2272
30;2020-12-22;748468;7442
31;2020-12-22;1400935;17213
32;2020-12-22;190040;1872
33;2020-12-22;1633440;18308
34;2020-12-22;1176145;13818
35;2020-12-22;1082073;9053
36;2020-12-22;217139;1463
37;2020-12-22;605380;6672
38;2020-12-22;1264979;19770
39;2020-12-22;257849;2721
40;2020-12-22;411979;3849
41;2020-12-22;327835;2552
42;2020-12-22;764737;10055
43;2020-12-22;226901;2405
44;2020-12-22;1437137;14014
45;2020-12-22;682890;6470
46;2020-12-22;173166;1115
47;2020-12-22;330336;2994
48;2020-12-22;76286;538
49;2020-12-22;815881;7336
50;2020-12-22;490669;2791
51;2020-12-22;563823;5989
52;2020-12-22;169250;1743
53;2020-12-22;305365;2163
54;2020-12-22;730398;12602
55;2020-12-22;181641;2192
56;2020-12-22;755566;5277
57;2020-12-22;1035866;15475
58;2020-12-22;199596;1981
59;2020-12-22;2588988;30003
60;2020-12-22;825077;6352
61;2020-12-22;276903;2993
62;2020-12-22;1452778;13277
63;2020-12-22;660240;12102
64;2020-12-22;683169;7769
65;2020-12-22;226839;2346
66;2020-12-22;479000;3539
67;2020-12-22;1132607;15480
68;2020-12-22;763204;8724
69;2020-12-22;1876051;32917
70;2020-12-22;233194;2266
71;2020-12-22;547824;4872
72;2020-12-22;560227;4332
73;2020-12-22;432548;6408
74;2020-12-22;828405;10619
75;2020-12-22;2148271;47286
76;2020-12-22;1243788;12990
77;2020-12-22;1423607;12394
78;2020-12-22;1448625;16762
79;2020-12-22;372627;3299
80;2020-12-22;569769;5571
81;2020-12-22;387898;3362
82;2020-12-22;262618;2022
83;2020-12-22;1073836;13281
84;2020-12-22;560997;5925
85;2020-12-22;683187;6203
86;2020-12-22;437398;3737
87;2020-12-22;370774;3052
88;2020-12-22;359520;4951
89;2020-12-22;332096;3344
90;2020-12-22;140145;1421
91;2020-12-22;1319401;12098
92;2020-12-22;1613762;27274
93;2020-12-22;1670149;13084
94;2020-12-22;1406041;16233
95;2020-12-22;1248354;10934
971;2020-12-22;376879;411
972;2020-12-22;358749;463
973;2020-12-22;290691;1195
974;2020-12-22;859959;2010
975;2020-12-22;5997;3
976;2020-12-22;279471;442
977;2020-12-22;9961;118
978;2020-12-22;35334;125
01;2020-12-23;656955;8008
02;2020-12-23;526050;4523
03;2020-12-23;331315;4913
04;2020-12-23;165197;1348
05;2020-12-23;141756;1519
06;2020-12-23;1079396;16758
07;2020-12-23;326875;4720
08;2020-12-23;265531;6236
09;2020-12-23;152398;1304
10;2020-12-23;309907;2987
11;2020-12-23;372705;3951
12;2020-12-23;278360;2843
13;2020-12-23;2034469;34065
14;2020-12-23;691453;6965
15;2020-12-23;142811;2111
16;2020-12-23;348180;2535
17;2020-12-23;647080;5683
18;2020-12-23;296404;2482
19;2020-12-23;240336;1789
21;2020-12-23;532886;6212
22;2020-12-23;596186;4082
23;2020-12-23;116270;614
24;2020-12-23;408393;2381
25;2020-12-23;539449;5998
26;2020-12-23;520560;9009
27;2020-12-23;600687;3888
28;2020-12-23;429425;3493
29;2020-12-23;906554;6197
2A;2020-12-23;162421;1816
2B;2020-12-23;182258;2305
30;2020-12-23;748468;7954
31;2020-12-23;1400935;16330
32;2020-12-23;190040;1572
33;2020-12-23;1633440;18475
34;2020-12-23;1176145;14663
35;2020-12-23;1082073;9945
36;2020-12-23;217139;1386
37;2020-12-23;605380;6329
38;2020-12-23;1264979;18183
39;2020-12-23;257849;2624
40;2020-12-23;411979;3902
41;2020-12-23;327835;2672
42;2020-12-23;764737;10067
43;2020-12-23;226901;2766
44;2020-12-23;1437137;14173
45;2020-12-23;682890;6161
46;2020-12-23;173166;1097
47;2020-12-23;330336;2719
48;2020-12-23;76286;622
49;2020-12-23;815881;6799
50;2020-12-23;490669;3004
51;2020-12-23;563823;5892
52;2020-12-23;169250;1702
53;2020-12-23;305365;2693
54;2020-12-23;730398;12606
55;2020-12-23;181641;2136
56;2020-12-23;755566;5493
57;2020-12-23;1035866;14763
58;2020-12-23;199596;2018
59;2020-12-23;2588988;29133
60;2020-12-23;825077;5981
61;2020-12-23;276903;3314
62;2020-12-23;1452778;12491
63;2020-12-23;660240;12824
64;2020-12-23;683169;7228
65;2020-12-23;226839;2381
66;2020-12-23;479000;3935
67;2020-12-23;1132607;15079
68;2020-12-23;763204;8071
69;2020-12-23;1876051;33199
70;2020-12-23;233194;2341
71;2020-12-23;547824;4795
72;2020-12-23;560227;4443
73;2020-12-23;432548;5608
74;2020-12-23;828405;10274
75;2020-12-23;2148271;45822
76;2020-12-23;1243788;13476
77;2020-12-23;1423607;12907
78;2020-12-23;1448625;16820
79;2020-12-23;372627;2450
80;2020-12-23;569769;5215
81;2020-12-23;387898;3084
82;2020-12-23;262618;2043
83;2020-12-23;1073836;12738
84;2020-12-23;560997;6181
85;2020-12-23;683187;5610
86;2020-12-23;437398;3310
87;2020-12-23;370774;2950
88;2020-12-23;359520;5024
89;2020-12-23;332096;3143
90;2020-12-23;140145;1355
91;2020-12-23;1319401;12060
92;2020-12-23;1613762;25828
93;2020-12-23;1670149;13023
94;2020-12-23;1406041;15067
95;2020-12-23;1248354;10533
971;2020-12-23;376879;450
972;2020-12-23;358749;463
973;2020-12-23;290691;1147
974;2020-12-23;859959;1799
975;2020-12-23;5997;7
976;2020-12-23;279471;432
977;2020-12-23;9961;111
978;2020-12-23;35334;71
01;2020-12-24;656955;4578
02;2020-12-24;526050;2951
03;2020-12-24;331315;2792
04;2020-12-24;165197;987
05;2020-12-24;141756;1272
06;2020-12-24;1079396;12369
07;2020-12-24;326875;2987
08;2020-12-24;265531;2497
09;2020-12-24;152398;836
10;2020-12-24;309907;2574
11;2020-12-24;372705;2573
12;2020-12-24;278360;1980
13;2020-12-24;2034469;23915
14;2020-12-24;691453;5025
15;2020-12-24;142811;1674
16;2020-12-24;348180;1959
17;2020-12-24;647080;3120
18;2020-12-24;296404;1852
19;2020-12-24;240336;1345
21;2020-12-24;532886;4087
22;2020-12-24;596186;2907
23;2020-12-24;116270;469
24;2020-12-24;408393;1645
25;2020-12-24;539449;4589
26;2020-12-24;520560;4560
27;2020-12-24;600687;2824
28;2020-12-24;429425;2225
29;2020-12-24;906554;4312
2A;2020-12-24;162421;1910
2B;2020-12-24;182258;1960
30;2020-12-24;748468;6235
31;2020-12-24;1400935;13015
32;2020-12-24;190040;971
33;2020-12-24;1633440;12786
34;2020-12-24;1176145;11526
35;2020-12-24;1082073;7197
36;2020-12-24;217139;850
37;2020-12-24;605380;3414
38;2020-12-24;1264979;11463
39;2020-12-24;257849;2038
40;2020-12-24;411979;2925
41;2020-12-24;327835;1789
42;2020-12-24;764737;6597
43;2020-12-24;226901;2302
44;2020-12-24;1437137;11007
45;2020-12-24;682890;4412
46;2020-12-24;173166;826
47;2020-12-24;330336;2074
48;2020-12-24;76286;496
49;2020-12-24;815881;3890
50;2020-12-24;490669;2086
51;2020-12-24;563823;3983
52;2020-12-24;169250;1010
53;2020-12-24;305365;1796
54;2020-12-24;730398;5640
55;2020-12-24;181641;1292
56;2020-12-24;755566;3847
57;2020-12-24;1035866;7762
58;2020-12-24;199596;1245
59;2020-12-24;2588988;17432
60;2020-12-24;825077;4094
61;2020-12-24;276903;1953
62;2020-12-24;1452778;7708
63;2020-12-24;660240;7451
64;2020-12-24;683169;5636
65;2020-12-24;226839;1555
66;2020-12-24;479000;2671
67;2020-12-24;1132607;8623
68;2020-12-24;763204;4847
69;2020-12-24;1876051;18333
70;2020-12-24;233194;1516
71;2020-12-24;547824;3787
72;2020-12-24;560227;3427
73;2020-12-24;432548;3334
74;2020-12-24;828405;6524
75;2020-12-24;2148271;37611
76;2020-12-24;1243788;8997
77;2020-12-24;1423607;9500
78;2020-12-24;1448625;12081
79;2020-12-24;372627;1867
80;2020-12-24;569769;3417
81;2020-12-24;387898;2391
82;2020-12-24;262618;1516
83;2020-12-24;1073836;9308
84;2020-12-24;560997;4644
85;2020-12-24;683187;3326
86;2020-12-24;437398;2430
87;2020-12-24;370774;2257
88;2020-12-24;359520;2696
89;2020-12-24;332096;2287
90;2020-12-24;140145;1052
91;2020-12-24;1319401;8609
92;2020-12-24;1613762;19837
93;2020-12-24;1670149;10667
94;2020-12-24;1406041;11942
95;2020-12-24;1248354;8579
971;2020-12-24;376879;457
972;2020-12-24;358749;385
973;2020-12-24;290691;1009
974;2020-12-24;859959;1578
975;2020-12-24;5997;4
976;2020-12-24;279471;573
977;2020-12-24;9961;29
978;2020-12-24;35334;112
01;2020-12-25;656955;240
02;2020-12-25;526050;172
03;2020-12-25;331315;95
04;2020-12-25;165197;124
05;2020-12-25;141756;100
06;2020-12-25;1079396;732
07;2020-12-25;326875;144
08;2020-12-25;265531;132
09;2020-12-25;152398;40
10;2020-12-25;309907;121
11;2020-12-25;372705;102
12;2020-12-25;278360;104
13;2020-12-25;2034469;1729
14;2020-12-25;691453;326
15;2020-12-25;142811;37
16;2020-12-25;348180;77
17;2020-12-25;647080;176
18;2020-12-25;296404;150
19;2020-12-25;240336;88
21;2020-12-25;532886;340
22;2020-12-25;596186;330
23;2020-12-25;116270;22
24;2020-12-25;408393;83
25;2020-12-25;539449;185
26;2020-12-25;520560;257
27;2020-12-25;600687;242
28;2020-12-25;429425;390
29;2020-12-25;906554;444
2A;2020-12-25;162421;146
2B;2020-12-25;182258;145
30;2020-12-25;748468;443
31;2020-12-25;1400935;1022
32;2020-12-25;190040;71
33;2020-12-25;1633440;585
34;2020-12-25;1176145;645
35;2020-12-25;1082073;235
36;2020-12-25;217139;58
37;2020-12-25;605380;153
38;2020-12-25;1264979;686
39;2020-12-25;257849;132
40;2020-12-25;411979;110
41;2020-12-25;327835;98
42;2020-12-25;764737;446
43;2020-12-25;226901;114
44;2020-12-25;1437137;725
45;2020-12-25;682890;374
46;2020-12-25;173166;62
47;2020-12-25;330336;129
48;2020-12-25;76286;38
49;2020-12-25;815881;327
50;2020-12-25;490669;117
51;2020-12-25;563823;225
52;2020-12-25;169250;43
53;2020-12-25;305365;144
54;2020-12-25;730398;310
55;2020-12-25;181641;92
56;2020-12-25;755566;270
57;2020-12-25;1035866;564
58;2020-12-25;199596;61
59;2020-12-25;2588988;1751
60;2020-12-25;825077;360
61;2020-12-25;276903;173
62;2020-12-25;1452778;612
63;2020-12-25;660240;498
64;2020-12-25;683169;271
65;2020-12-25;226839;60
66;2020-12-25;479000;123
67;2020-12-25;1132607;805
68;2020-12-25;763204;380
69;2020-12-25;1876051;1006
70;2020-12-25;233194;87
71;2020-12-25;547824;255
72;2020-12-25;560227;354
73;2020-12-25;432548;238
74;2020-12-25;828405;472
75;2020-12-25;2148271;4610
76;2020-12-25;1243788;852
77;2020-12-25;1423607;1037
78;2020-12-25;1448625;1146
79;2020-12-25;372627;98
80;2020-12-25;569769;146
81;2020-12-25;387898;113
82;2020-12-25;262618;94
83;2020-12-25;1073836;556
84;2020-12-25;560997;296
85;2020-12-25;683187;181
86;2020-12-25;437398;93
87;2020-12-25;370774;59
88;2020-12-25;359520;169
89;2020-12-25;332096;142
90;2020-12-25;140145;66
91;2020-12-25;1319401;975
92;2020-12-25;1613762;1770
93;2020-12-25;1670149;1462
94;2020-12-25;1406041;1186
95;2020-12-25;1248354;869
971;2020-12-25;376879;103
972;2020-12-25;358749;53
973;2020-12-25;290691;132
974;2020-12-25;859959;233
975;2020-12-25;5997;0
976;2020-12-25;279471;43
977;2020-12-25;9961;2
978;2020-12-25;35334;5
01;2020-12-26;656955;1720
02;2020-12-26;526050;1292
03;2020-12-26;331315;1115
04;2020-12-26;165197;447
05;2020-12-26;141756;489
06;2020-12-26;1079396;5832
07;2020-12-26;326875;994
08;2020-12-26;265531;1118
09;2020-12-26;152398;349
10;2020-12-26;309907;999
11;2020-12-26;372705;1128
12;2020-12-26;278360;1080
13;2020-12-26;2034469;9094
14;2020-12-26;691453;2498
15;2020-12-26;142811;465
16;2020-12-26;348180;731
17;2020-12-26;647080;1829
18;2020-12-26;296404;614
19;2020-12-26;240336;543
21;2020-12-26;532886;1756
22;2020-12-26;596186;1324
23;2020-12-26;116270;245
24;2020-12-26;408393;637
25;2020-12-26;539449;2512
26;2020-12-26;520560;1471
27;2020-12-26;600687;906
28;2020-12-26;429425;1129
29;2020-12-26;906554;2295
2A;2020-12-26;162421;2025
2B;2020-12-26;182258;1783
30;2020-12-26;748468;2453
31;2020-12-26;1400935;4950
32;2020-12-26;190040;314
33;2020-12-26;1633440;5528
34;2020-12-26;1176145;4872
35;2020-12-26;1082073;3350
36;2020-12-26;217139;461
37;2020-12-26;605380;1533
